date,event_id,time,competition,match,group,acestream_id,quality
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,6538b79ce0da657d8455d1da6a5f342398899a0e,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,50a8a13c474848d1efbd5586efdb5b6cdd173fa9,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,4141892f5df7d6474bf0279895ce02b7336c9928,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,ee4dc45720d3ec283f61189fbfc120c91d5141bf,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,688e785893b50acc1d00cb37f15bfc42e72f5ae3,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,8b081c8afbd9beafc8c5fbf0115eb36eadb07a35,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,fb2dd566824658eeab27aae19a01c09430f1a97d,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,9adf7ac6531788ec022dbc14b77e1367f6c5bdc5,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,2f9211669499f413dab1a490198afab2a9b4b57c,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,6fb944e8985881ae6db89667aca6362e746255b6,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,6a11eb510edc5b3581c5c97883c44563eb894b1b,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,6422e8bc34282871634c81947be093c04ad1bb29,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,c9c18ae7a9dafba1caae5beb22060f9c92bba553,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,515efd8115482bda8d92aa6df9a882a5e5797494,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,d5cf2dfa4fb4165ce58bf9db815088c28fec7711,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,8c1155cdfae76eb582290c04904c98da066657c9,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,ba6e1bdc8e03da60ff572557645eb04370af0cd0,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,b08e158ea3f5c72084f5ff8e3c30ca2e4d1ff6d1,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,bcf9dc38f92e90a71b87bd54b3bac91b76d09a69,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,fd53cfa7055fe458d4f5c0ff59a06cd43723be55,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,4e6d9cf7d177366045d33cd8311d8b1d7f4bed1f,SD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,c976c7b37964322752db562b4ad65515509c8d36,SD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,ed6188dcbb491efeb2092c1a6199226c27f61727,SD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,35c7f0c966ecde3390f4510bb4caded40018c07a,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,eb6ffec065b26259ad3d1811e0bbb0a5332ed276,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,7ba1f321f4d0791b7ebd42f41a07c1cd1479e784,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,d5b2c6b940cf3df5e8f9dc6f000f0ea23a10b151,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,ca923c9873fd206a41c1e83ff8fc40e3cf323c9a,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,a929eeec1268d69d1556a2e3ace793b2577d8810,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,ae68a0835039fab28fd2314108fabd4fab33b8ab,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,b0eabe0fdd02fdd165896236765a9b753a2ff516,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,d1d9ec2361a6ac8edc0b2841866383768cc28df9,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,7e90956539f4e1318a63f3960e4f75c7c7c5a3b8,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,36cad67fed5a739757a9db844a551aa845a8d51b,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,d08013df6e437a1fdf1e0c34f573fdf6a40c7fce,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,dae7d1251f069516cc0a9c8f15f6639d2a17df1e,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,0f32c0131a2d9444996410801f4e18b04384db98,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,4dbe63b44fc4f439f5b634c0d2aa7e0cccad808a,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,50b6d2b5fd59fefb9f4fd2176994d418f2b94a80,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,DAZN,176f0b8565a161f87c81a4a250463e3eaf678fb5,
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,Teledeporte,138b30c93e8a780ac490a4f6d2181c41f3670230,FHD
2025-08-21,21:00-España-Alemania,21:00,Amistoso,España vs Alemania,Teledeporte,bdc32e0f99653f96e0e1a3b98c88764b631ed9ef,FHD
2025-08-21,23:05-1/4 de Final WTA 500,23:05,WTA Torneo de Monterrey,1/4 de Final WTA 500,Tennis Channel,71698ee415b6ba3f123aac1c8c37cc97376f20d0,FHD
2025-08-21,23:05-1/4 de Final WTA 500,23:05,WTA Torneo de Monterrey,1/4 de Final WTA 500,Tennis Channel,039fae21c9e7e5214d3d898cba80863e37e623ac,
2025-08-21,23:05-1/4 de Final WTA 500,23:05,WTA Torneo de Monterrey,1/4 de Final WTA 500,Tennis Channel,8091334c82e8720fc6aa05ff0bd6d343c5bfecbf,
